Key,EN,ES,DE,FR,IT,PT
onboardingPremiumWelcomeTitle,YES,YES,YES,YES,YES,YES
onboardingSkip,YES,YES,YES,YES,YES,YES
onboardingStartJourney,YES,YES,YES,YES,YES,YES
onboardingTrackProgress,YES,YES,YES,YES,YES,YES
onboardingTrackYourProgress,YES,YES,YES,YES,YES,YES
onboardingTrackingDescription,YES,YES,YES,YES,YES,YES
onboardingTrackingTitle,YES,YES,YES,YES,YES,YES
onboardingUnlimitedAccess,YES,YES,YES,YES,YES,YES
onboardingWelcomeDescription,YES,YES,YES,YES,YES,YES
onboardingWelcomeTitle,YES,YES,YES,YES,YES,YES
oneTimePayment,YES,YES,YES,YES,YES,YES
online,YES,YES,YES,YES,YES,YES
onlineMode,YES,YES,YES,YES,YES,YES
open,YES,YES,YES,YES,YES,YES
openSourceLicenses,YES,YES,YES,YES,YES,YES
operationComplete,YES,YES,YES,YES,YES,YES
operationFailed,YES,YES,YES,YES,YES,YES
optimizationComplete,YES,YES,YES,YES,YES,YES
optimizeApp,YES,YES,YES,YES,YES,YES
optionalButRecommended,YES,YES,YES,YES,YES,YES
overallCompatibility,YES,YES,YES,YES,YES,YES
overview,YES,YES,YES,YES,YES,YES
partagerExporter,YES,YES,YES,YES,YES,YES
partnerSign,YES,YES,YES,YES,YES,YES
password,YES,YES,YES,YES,YES,YES
passwordChangeWillBeImplementedHere,YES,YES,YES,YES,YES,YES
pdfExportFeatureComingSoon,YES,YES,YES,YES,YES,YES
pending,YES,YES,YES,YES,YES,YES
pending_pendingpredictionslength,YES,YES,YES,YES,YES,YES
perMonth,YES,YES,YES,YES,YES,YES
perfectToTryFeatures,YES,YES,YES,YES,YES,YES
performance,YES,YES,YES,YES,YES,YES
permanentlyDeleteYourAccount,YES,YES,YES,YES,YES,YES
permissionRequired,YES,YES,YES,YES,YES,YES
personality,YES,YES,YES,YES,YES,YES
personalization,YES,YES,YES,YES,YES,YES
personalizeYourHoroscope,YES,YES,YES,YES,YES,YES
personalizedAdvice,YES,YES,YES,YES,YES,YES
personalizedContent,YES,YES,YES,YES,YES,YES
personalizedExplanation,YES,YES,YES,YES,YES,YES
personalizedGoals,YES,YES,YES,YES,YES,YES
personalizedHoroscope,YES,YES,YES,YES,YES,YES
personalizedHoroscopeTitle,YES,YES,YES,YES,YES,YES
personalizedHoroscopes,YES,YES,YES,YES,YES,YES
personalizedPlanetaryCycles,YES,YES,YES,YES,YES,YES
personalizedRecommendationsText,YES,YES,YES,YES,YES,YES
pisces,YES,YES,YES,YES,YES,YES
piscesDescription,YES,YES,YES,YES,YES,YES
plan,YES,YES,YES,YES,YES,YES
planet,YES,YES,YES,YES,YES,YES
planetaryAnalysis,YES,YES,YES,YES,YES,YES
pleaseWait,YES,YES,YES,YES,YES,YES
pluto,YES,YES,YES,YES,YES,YES
portuguese,YES,YES,YES,YES,YES,YES
positiveActivities,YES,YES,YES,YES,YES,YES
precision,YES,YES,YES,YES,YES,YES
preferences,YES,YES,YES,YES,YES,YES
premium,YES,YES,YES,YES,YES,YES
premiumActivated,YES,YES,YES,YES,YES,YES
premiumActivatedTest,YES,YES,YES,YES,YES,YES
premiumActive,YES,YES,YES,YES,YES,YES
premiumAnalysis,YES,YES,YES,YES,YES,YES
premiumAnalysisDescription,YES,YES,YES,YES,YES,YES
premiumAnalysisTitle,YES,YES,YES,YES,YES,YES
premiumAscendantAnalysis,YES,YES,YES,YES,YES,YES
premiumBenefits,YES,YES,YES,YES,YES,YES
premiumContent,YES,YES,YES,YES,YES,YES
premiumDeactivatedTest,YES,YES,YES,YES,YES,YES
premiumDebeComprarseEnLaPantallaPremium,YES,YES,YES,YES,YES,YES
premiumExclusiveFeatures,YES,YES,YES,YES,YES,YES
premiumFeature,YES,YES,YES,YES,YES,YES
premiumFeatures,YES,YES,YES,YES,YES,YES
premiumFunctionality,YES,YES,YES,YES,YES,YES
premiumFunctions,YES,YES,YES,YES,YES,YES
premiumImprovementTips,YES,YES,YES,YES,YES,YES
premiumSharingBenefits,YES,YES,YES,YES,YES,YES
premiumUser,YES,YES,YES,YES,YES,YES
preview,YES,YES,YES,YES,YES,YES
priceLifetime,YES,YES,YES,YES,YES,YES
pricePerMonth,YES,YES,YES,YES,YES,YES
primaryColor,YES,YES,YES,YES,YES,YES
prioritySupport,YES,YES,YES,YES,YES,YES
privacyCommitment,YES,YES,YES,YES,YES,YES
privacyDescription,YES,YES,YES,YES,YES,YES
privacyNote,YES,YES,YES,YES,YES,YES
privacyPolicy,YES,YES,YES,YES,YES,YES
privacyPolicyDialog,YES,YES,YES,YES,YES,YES
processing,YES,YES,YES,YES,YES,YES
professional,YES,YES,YES,YES,YES,YES
profile,YES,YES,YES,YES,YES,YES
pulse,YES,YES,YES,YES,YES,YES
purchaseAlreadyInProgress,YES,YES,YES,YES,YES,YES
purchaseError,YES,YES,YES,YES,YES,YES
purchaseFailed,YES,YES,YES,YES,YES,YES
purchaseRestored,YES,YES,YES,YES,YES,YES
purchaseSuccessful,YES,YES,YES,YES,YES,YES
quality,YES,YES,YES,YES,YES,YES
qualitySettings,YES,YES,YES,YES,YES,YES
rateApp,YES,YES,YES,YES,YES,YES
ratings,YES,YES,YES,YES,YES,YES
readDocument,YES,YES,YES,YES,YES,YES
ready,YES,YES,YES,YES,YES,YES
receiveDailyReminders,YES,YES,YES,YES,YES,YES
reconnecting,YES,YES,YES,YES,YES,YES
reenterYourPassword,YES,YES,YES,YES,YES,YES
refiningProfile,YES,YES,YES,YES,YES,YES
refresh,YES,YES,YES,YES,YES,YES
regularAscendantAnalysis,YES,YES,YES,YES,YES,YES
reject,YES,YES,YES,YES,YES,YES
relationshipAdvice,YES,YES,YES,YES,YES,YES
relationshipStrengths,YES,YES,YES,YES,YES,YES
relationships,YES,YES,YES,YES,YES,YES
relationships_Cancer,YES,YES,YES,YES,YES,YES
relationships_Libra,YES,YES,YES,YES,YES,YES
releaseNotes,YES,YES,YES,YES,YES,YES
reload,YES,YES,YES,YES,YES,YES
reminder,YES,YES,YES,YES,YES,YES
remove,YES,YES,YES,YES,YES,YES
renewSubscription,YES,YES,YES,YES,YES,YES
reportBug,YES,YES,YES,YES,YES,YES
reset,YES,YES,YES,YES,YES,YES
resetColors,YES,YES,YES,YES,YES,YES
resolveInconsistency,YES,YES,YES,YES,YES,YES
restActivities,YES,YES,YES,YES,YES,YES
restartAppToApplyChanges,YES,YES,YES,YES,YES,YES
restartRequired,YES,YES,YES,YES,YES,YES
restart_later,YES,YES,YES,YES,YES,YES
restart_now,YES,YES,YES,YES,YES,YES
restoreComplete,YES,YES,YES,YES,YES,YES
restoreData,YES,YES,YES,YES,YES,YES
restoreError,YES,YES,YES,YES,YES,YES
restoreFailed,YES,YES,YES,YES,YES,YES
restorePurchases,YES,YES,YES,YES,YES,YES
retryInstall,YES,YES,YES,YES,YES,YES
retryOperation,YES,YES,YES,YES,YES,YES
rulingPlanet,YES,YES,YES,YES,YES,YES
sabiduriaValorDeterminacion,YES,YES,YES,YES,YES,YES
sagittarius,YES,YES,YES,YES,YES,YES
sagittariusDescription,YES,YES,YES,YES,YES,YES
saturation,YES,YES,YES,YES,YES,YES
saturday,YES,YES,YES,YES,YES,YES
saturdayShort,YES,YES,YES,YES,YES,YES
saturn,YES,YES,YES,YES,YES,YES
saturnianDisciplined,YES,YES,YES,YES,YES,YES
save,YES,YES,YES,YES,YES,YES
saveAndPersonalize,YES,YES,YES,YES,YES,YES
saveButton,YES,YES,YES,YES,YES,YES
saveConfigurationToCloud,YES,YES,YES,YES,YES,YES
saveThisInfo,YES,YES,YES,YES,YES,YES
savedSuccessfully,YES,YES,YES,YES,YES,YES
scorpio,YES,YES,YES,YES,YES,YES
scorpioDescription,YES,YES,YES,YES,YES,YES
search,YES,YES,YES,YES,YES,YES
searchCity,YES,YES,YES,YES,YES,YES
searchForYourBirthCity,YES,YES,YES,YES,YES,YES
seasonalEnergies,YES,YES,YES,YES,YES,YES
secondSign,YES,YES,YES,YES,YES,YES
secondaryColor,YES,YES,YES,YES,YES,YES
seeAccountBenefits,YES,YES,YES,YES,YES,YES
select,YES,YES,YES,YES,YES,YES
selectASign,YES,YES,YES,YES,YES,YES
selectBirthDate,YES,YES,YES,YES,YES,YES
selectBirthDatePlease,YES,YES,YES,YES,YES,YES
selectDate,YES,YES,YES,YES,YES,YES
selectFile,YES,YES,YES,YES,YES,YES
selectFirstSign,YES,YES,YES,YES,YES,YES
selectLanguage,YES,YES,YES,YES,YES,YES
selectPartnerSign,YES,YES,YES,YES,YES,YES
selectPreferredLanguage,YES,YES,YES,YES,YES,YES
selectSecondSign,YES,YES,YES,YES,YES,YES
selectSign,YES,YES,YES,YES,YES,YES
selectSignSubtitle,YES,YES,YES,YES,YES,YES
selectSignsForCompatibility,YES,YES,YES,YES,YES,YES
selectTemplate,YES,YES,YES,YES,YES,YES
selectTime,YES,YES,YES,YES,YES,YES
selectTwoSigns,YES,YES,YES,YES,YES,YES
selectTwoSignsToKnow,YES,YES,YES,YES,YES,YES
selectYourBirthDate,YES,YES,YES,YES,YES,YES
selected,YES,YES,YES,YES,YES,YES
selectedZodiacSign,YES,YES,YES,YES,YES,YES
selfKnowledge,YES,YES,YES,YES,YES,YES
send,YES,YES,YES,YES,YES,YES
sendFeedback,YES,YES,YES,YES,YES,YES
september,YES,YES,YES,YES,YES,YES
service,YES,YES,YES,YES,YES,YES
serviceDescription,YES,YES,YES,YES,YES,YES
service_Aquarius,YES,YES,YES,YES,YES,YES
service_Virgo,YES,YES,YES,YES,YES,YES
setBirthDate,YES,YES,YES,YES,YES,YES
setBirthLocation,YES,YES,YES,YES,YES,YES
setNotificationTime,YES,YES,YES,YES,YES,YES
settings,YES,YES,YES,YES,YES,YES
settingsSavedSuccessfully,YES,YES,YES,YES,YES,YES
setupDate,YES,YES,YES,YES,YES,YES
sevenDayFreeTrialActivated,YES,YES,YES,YES,YES,YES
shareApp,YES,YES,YES,YES,YES,YES
shareCompatibilityDesc,YES,YES,YES,YES,YES,YES
shareData,YES,YES,YES,YES,YES,YES
shareError,YES,YES,YES,YES,YES,YES
shareFailedPleaseTryAgain,YES,YES,YES,YES,YES,YES
shareFeatureComingSoon,YES,YES,YES,YES,YES,YES
shareFeedback,YES,YES,YES,YES,YES,YES
shareInsightDesc,YES,YES,YES,YES,YES,YES
shareOn,YES,YES,YES,YES,YES,YES
shareSuccessful,YES,YES,YES,YES,YES,YES
sharedSuccessfully,YES,YES,YES,YES,YES,YES
sharing,YES,YES,YES,YES,YES,YES
signDateMismatch,YES,YES,YES,YES,YES,YES
signIn,YES,YES,YES,YES,YES,YES
signInCanceled,YES,YES,YES,YES,YES,YES
signInError,YES,YES,YES,YES,YES,YES
signInSuccess,YES,YES,YES,YES,YES,YES
signInWithApple,YES,YES,YES,YES,YES,YES
signNotFound,YES,YES,YES,YES,YES,YES
signOut,YES,YES,YES,YES,YES,YES
signedOutSuccessfully,YES,YES,YES,YES,YES,YES
skip,YES,YES,YES,YES,YES,YES
skipForNow,YES,YES,YES,YES,YES,YES
skipUpdate,YES,YES,YES,YES,YES,YES
slowPerformance,YES,YES,YES,YES,YES,YES
socialMedia,YES,YES,YES,YES,YES,YES
social_Gemini,YES,YES,YES,YES,YES,YES
solarAnalysis,YES,YES,YES,YES,YES,YES
solarAscendantAnalysis,YES,YES,YES,YES,YES,YES
solutions,YES,YES,YES,YES,YES,YES
sort,YES,YES,YES,YES,YES,YES
soundEffects,YES,YES,YES,YES,YES,YES
spanish,YES,YES,YES,YES,YES,YES
spanishDefault,YES,YES,YES,YES,YES,YES
specialEventsNotification,YES,YES,YES,YES,YES,YES
spirituality,YES,YES,YES,YES,YES,YES
start,YES,YES,YES,YES,YES,YES
state,YES,YES,YES,YES,YES,YES
statistics_title,YES,YES,YES,YES,YES,YES
stellarTier,YES,YES,YES,YES,YES,YES
storageUsage,YES,YES,YES,YES,YES,YES
streak,YES,YES,YES,YES,YES,YES
strengths,YES,YES,YES,YES,YES,YES
subscribe,YES,YES,YES,YES,YES,YES
subscribeMonthly,YES,YES,YES,YES,YES,YES
subscriptionActive,YES,YES,YES,YES,YES,YES
subscriptionDetails,YES,YES,YES,YES,YES,YES
subscriptionDisclaimer,YES,YES,YES,YES,YES,YES
subscriptionExpires,YES,YES,YES,YES,YES,YES
subscriptionInfo,YES,YES,YES,YES,YES,YES
subscriptionOptions,YES,YES,YES,YES,YES,YES
success,YES,YES,YES,YES,YES,YES
success_rate_label,YES,YES,YES,YES,YES,YES
suggestFeature,YES,YES,YES,YES,YES,YES
summary,YES,YES,YES,YES,YES,YES
sun,YES,YES,YES,YES,YES,YES
sunday,YES,YES,YES,YES,YES,YES
sundayShort,YES,YES,YES,YES,YES,YES
supportAndAbout,YES,YES,YES,YES,YES,YES
supportedFormats,YES,YES,YES,YES,YES,YES
symbol,YES,YES,YES,YES,YES,YES
syncComplete,YES,YES,YES,YES,YES,YES
syncData,YES,YES,YES,YES,YES,YES
syncFailed,YES,YES,YES,YES,YES,YES
syncInProgress,YES,YES,YES,YES,YES,YES
syncNow,YES,YES,YES,YES,YES,YES
syncYourDataAcrossDevices,YES,YES,YES,YES,YES,YES
systemDefault,YES,YES,YES,YES,YES,YES
systemTheme,YES,YES,YES,YES,YES,YES
tap_anywhere_continue,YES,YES,YES,YES,YES,YES
taurus,YES,YES,YES,YES,YES,YES
taurusDescription,YES,YES,YES,YES,YES,YES
technicalProblems,YES,YES,YES,YES,YES,YES
tellMeHowYouFeel,YES,YES,YES,YES,YES,YES
termsAndPrivacy,YES,YES,YES,YES,YES,YES
termsDescription,YES,YES,YES,YES,YES,YES
termsOfService,YES,YES,YES,YES,YES,YES
termsOfUse,YES,YES,YES,YES,YES,YES
testNotificationSentCheckYourNotificationPanel,YES,YES,YES,YES,YES,YES
testSent,YES,YES,YES,YES,YES,YES
testingPremium,YES,YES,YES,YES,YES,YES
testingPremiumDesc,YES,YES,YES,YES,YES,YES
textColor,YES,YES,YES,YES,YES,YES
thanksForFeedback,YES,YES,YES,YES,YES,YES
theme,YES,YES,YES,YES,YES,YES
this_week_label,YES,YES,YES,YES,YES,YES
thursday,YES,YES,YES,YES,YES,YES
thursdayShort,YES,YES,YES,YES,YES,YES
tierCosmicDesc,YES,YES,YES,YES,YES,YES
tierFreeDesc,YES,YES,YES,YES,YES,YES
tierStellarDesc,YES,YES,YES,YES,YES,YES
tierUniverseDesc,YES,YES,YES,YES,YES,YES
timeForCosmicCheckIn,YES,YES,YES,YES,YES,YES
timeNotSelected,YES,YES,YES,YES,YES,YES
timeSelected,YES,YES,YES,YES,YES,YES
timeline,YES,YES,YES,YES,YES,YES
timelineDeCompatibilite,YES,YES,YES,YES,YES,YES
tips,YES,YES,YES,YES,YES,YES
today,YES,YES,YES,YES,YES,YES
todaysHoroscope,YES,YES,YES,YES,YES,YES
top_categories_label,YES,YES,YES,YES,YES,YES
totalSpace,YES,YES,YES,YES,YES,YES
total_completed_label,YES,YES,YES,YES,YES,YES
trackCosmicPredictions,YES,YES,YES,YES,YES,YES
trialValidFor7Days,YES,YES,YES,YES,YES,YES
troubleshooting,YES,YES,YES,YES,YES,YES
tryAgain,YES,YES,YES,YES,YES,YES
tuesday,YES,YES,YES,YES,YES,YES
tuesdayShort,YES,YES,YES,YES,YES,YES
tutorial,YES,YES,YES,YES,YES,YES
unavailable,YES,YES,YES,YES,YES,YES
understandingCycle,YES,YES,YES,YES,YES,YES
understandingYourCycle,YES,YES,YES,YES,YES,YES
understood,YES,YES,YES,YES,YES,YES
universalInfluence,YES,YES,YES,YES,YES,YES
universeTier,YES,YES,YES,YES,YES,YES
unknownProduct,YES,YES,YES,YES,YES,YES
unlimitedAccess,YES,YES,YES,YES,YES,YES
unlimitedAccessLower,YES,YES,YES,YES,YES,YES
unlimitedCompatibilityReports,YES,YES,YES,YES,YES,YES
unlimitedCosmicCoachAccess,YES,YES,YES,YES,YES,YES
unlimitedUsage,YES,YES,YES,YES,YES,YES
unlockCompleteAscendantAnalysis,YES,YES,YES,YES,YES,YES
unlockDetailedAnalysis,YES,YES,YES,YES,YES,YES
unlockExclusiveFeatures,YES,YES,YES,YES,YES,YES
unlockPremium,YES,YES,YES,YES,YES,YES
unlockPremiumPower,YES,YES,YES,YES,YES,YES
unlockPremiumSharing,YES,YES,YES,YES,YES,YES
unlockUnlimitedHoroscopes,YES,YES,YES,YES,YES,YES
unmute,YES,YES,YES,YES,YES,YES
update,YES,YES,YES,YES,YES,YES
updateAvailable,YES,YES,YES,YES,YES,YES
updateLater,YES,YES,YES,YES,YES,YES
updateNow,YES,YES,YES,YES,YES,YES
updateToCorrectSign,YES,YES,YES,YES,YES,YES
update_available,YES,YES,YES,YES,YES,YES
updates,YES,YES,YES,YES,YES,YES
upgradeToPremium,YES,YES,YES,YES,YES,YES
upgradeToPremiumBtn,YES,YES,YES,YES,YES,YES
upgradeToPremiumTooltip,YES,YES,YES,YES,YES,YES
upgradeToUnlockAll,YES,YES,YES,YES,YES,YES
upgrade_to_access,YES,YES,YES,YES,YES,YES
uploading,YES,YES,YES,YES,YES,YES
uranianInnovative,YES,YES,YES,YES,YES,YES
uranus,YES,YES,YES,YES,YES,YES
useCurrentLocation,YES,YES,YES,YES,YES,YES
useLocation,YES,YES,YES,YES,YES,YES
usedSpace,YES,YES,YES,YES,YES,YES
userProfileEditingWillBeImplementedHere,YES,YES,YES,YES,YES,YES
usingAsGuest,YES,YES,YES,YES,YES,YES
venus,YES,YES,YES,YES,YES,YES
verify,YES,YES,YES,YES,YES,YES
verifyNow,YES,YES,YES,YES,YES,YES
version,YES,YES,YES,YES,YES,YES
veryGood,YES,YES,YES,YES,YES,YES
view,YES,YES,YES,YES,YES,YES
viewAnalysis,YES,YES,YES,YES,YES,YES
virgo,YES,YES,YES,YES,YES,YES
virgoDescription,YES,YES,YES,YES,YES,YES
volume,YES,YES,YES,YES,YES,YES
waningCrescent,YES,YES,YES,YES,YES,YES
waningGibbous,YES,YES,YES,YES,YES,YES
waningMoonAdvice,YES,YES,YES,YES,YES,YES
waningMoonPhase,YES,YES,YES,YES,YES,YES
warning,YES,YES,YES,YES,YES,YES
water,YES,YES,YES,YES,YES,YES
waterActivities,YES,YES,YES,YES,YES,YES
waterElementAdvice,YES,YES,YES,YES,YES,YES
waterElementLowMood,YES,YES,YES,YES,YES,YES
waterEnergyEmotional,YES,YES,YES,YES,YES,YES
waterEnergyIntuitive,YES,YES,YES,YES,YES,YES
waxingCrescent,YES,YES,YES,YES,YES,YES
waxingGibbous,YES,YES,YES,YES,YES,YES
waxingMoonAdvice,YES,YES,YES,YES,YES,YES
waxingMoonPhase,YES,YES,YES,YES,YES,YES
weaknesses,YES,YES,YES,YES,YES,YES
wednesday,YES,YES,YES,YES,YES,YES
wednesdayShort,YES,YES,YES,YES,YES,YES
week,YES,YES,YES,YES,YES,YES
weekly,YES,YES,YES,YES,YES,YES
weeklyEvolution,YES,YES,YES,YES,YES,YES
weeklyHoroscope,YES,YES,YES,YES,YES,YES
weeklyHoroscopeNotification,YES,YES,YES,YES,YES,YES
weeklyMonthlyPredictions,YES,YES,YES,YES,YES,YES
weeklyPrediction,YES,YES,YES,YES,YES,YES
weeklyUsesRemaining,YES,YES,YES,YES,YES,YES
wellness,YES,YES,YES,YES,YES,YES
wellness_Cancer,YES,YES,YES,YES,YES,YES
wellness_Libra,YES,YES,YES,YES,YES,YES
wellness_Taurus,YES,YES,YES,YES,YES,YES
wellness_Virgo,YES,YES,YES,YES,YES,YES
whatWouldYouLikeToDo,YES,YES,YES,YES,YES,YES
whatsNew,YES,YES,YES,YES,YES,YES
whatsYourSign,YES,YES,YES,YES,YES,YES
whyBirthDate,YES,YES,YES,YES,YES,YES
whyYourBirthDate,YES,YES,YES,YES,YES,YES
withAI,YES,YES,YES,YES,YES,YES
work,YES,YES,YES,YES,YES,YES
yearly,YES,YES,YES,YES,YES,YES
yearlyHoroscope,YES,YES,YES,YES,YES,YES
yearlyPrediction,YES,YES,YES,YES,YES,YES
yes,YES,YES,YES,YES,YES,YES
youArePremiumUser,YES,YES,YES,YES,YES,YES
yourAscendantIs,YES,YES,YES,YES,YES,YES
yourAscendantSign,YES,YES,YES,YES,YES,YES
yourBirthDateIndicates,YES,YES,YES,YES,YES,YES
yourCosmicAdviceOfTheDay,YES,YES,YES,YES,YES,YES
yourCosmicGoals,YES,YES,YES,YES,YES,YES
yourCosmicProgress,YES,YES,YES,YES,YES,YES
yourPartner,YES,YES,YES,YES,YES,YES
yourPersonalAstrologicalAI,YES,YES,YES,YES,YES,YES
yourSign,YES,YES,YES,YES,YES,YES
yourStats,YES,YES,YES,YES,YES,YES
yourZodiacSign,YES,YES,YES,YES,YES,YES
zodiacPremium,YES,YES,YES,YES,YES,YES
zodiacSign,YES,YES,YES,YES,YES,YES
